user_id,rec_date,market_regime_at_rec,treatment,propensity,outcome_30d_return_pct,true_ite,age,risk_tolerance,portfolio_value,tenure_months,current_equity_allocation_pct,regime,volatility_index,interest_rate,inflation_rate,holding_alternatives_pct,holding_bonds_pct,holding_cash_pct,holding_equity_pct,equity_overweight_vs_risk,is_bull,is_bear,is_volatile,log_portfolio_value
1162,2024-03-04,bull,1,0.4812,3.455,2.026,30,5.1,5082.37,107,41.5,bull,1.0,1.8990468483525933,2.461316267795013,22.63,29.95,5.92,41.5,-9.5,1,0,0,8.53353296721178
1163,2024-02-22,bull,0,0.1548,3.95,1.215,62,1.0,40166.3,43,24.4,bull,1.2682002085073236,1.878969315599475,2.45328568815521,18.63,41.01,15.96,24.4,14.399999999999999,1,0,0,10.600783614572366
1164,2025-12-15,bear,0,0.1073,0.09,-1.979,29,4.8,56329.79,111,35.7,bear,1.016739776510565,1.460789412549438,2.796570058676661,16.6,39.03,8.67,35.7,-12.299999999999997,0,1,0,10.938978803850565
1165,2024-08-28,volatile,1,0.0788,-1.01,-1.466,29,2.8,95143.44,94,29.4,volatile,3.3577173457864298,1.8121338582100583,2.586323834149561,28.31,33.26,9.02,29.4,1.3999999999999986,0,0,1,11.463140926574575
1166,2025-12-17,bear,1,0.1277,-0.403,-2.089,71,5.9,33746.95,26,43.0,bear,1.3643419664370326,1.4617077641946796,2.7933675567425467,11.77,36.86,8.37,43.0,-16.0,0,1,0,10.426645321846657
1167,2026-04-29,volatile,1,0.2795,0.147,0.008,31,5.8,25017.45,25,35.6,volatile,2.000331767837513,1.6555145313206734,2.9502517901609293,22.72,34.51,7.17,35.6,-22.4,0,0,1,10.127328860361635
1168,2025-08-28,bull,0,0.4565,1.864,3.126,70,6.9,264676.78,65,57.1,bull,1.0,1.520117909456668,2.7208153122522245,9.65,26.08,7.18,57.1,-11.899999999999999,1,0,0,12.486264662418021
1169,2026-06-03,bull,1,0.6444,-0.037,3.657,40,8.3,36555.47,60,58.0,bull,1.34807118317767,1.7355040840366844,2.96122568185316,15.19,19.63,7.18,58.0,-25.0,1,0,0,10.506586111983019
1170,2026-04-15,volatile,0,0.1802,0.459,-0.662,64,5.4,74575.09,28,47.7,volatile,2.641193118666226,1.672386981555627,2.9114028565028653,12.36,31.0,8.94,47.7,-6.299999999999997,0,0,1,11.219561816220974
1171,2025-10-19,bear,1,0.3026,-0.145,-0.806,71,10.0,21172.54,31,88.9,bear,1.0,1.453338491036707,2.7547726153567256,1.39,7.15,2.56,88.9,-11.099999999999994,0,1,0,9.960460338037091
1172,2025-12-27,bear,0,0.1006,0.404,-1.565,28,6.0,72396.24,108,66.8,bear,1.2096875764668178,1.444959310155164,2.8182805177747934,6.84,18.36,8.0,66.8,6.799999999999997,0,1,0,11.18990964332355
1173,2025-07-07,volatile,0,0.1064,-0.862,-1.359,39,2.9,8470.72,90,31.0,volatile,1.618147440728425,1.4445585573106388,2.741599182070254,16.04,42.25,10.71,31.0,2.0,0,0,1,9.04437078993649
1174,2024-08-09,volatile,0,0.1237,1.879,-1.013,52,4.4,22878.03,23,49.0,volatile,2.5186690518969232,1.8287680420999013,2.5968931574555216,11.21,30.82,8.97,49.0,5.0,0,0,1,10.037932340388194
1175,2024-04-30,bull,0,0.356,-0.202,2.016,67,4.8,10847.89,87,46.8,bull,1.0,1.9369502171656503,2.5069910437416207,14.05,29.68,9.47,46.8,-1.2000000000000028,1,0,0,9.29172587001077
1176,2024-12-28,volatile,0,0.2438,0.946,-0.293,31,6.7,19831.5,19,53.8,volatile,1.4571191947144355,1.6006331311740214,2.8228244900095456,7.0,28.22,10.99,53.8,-13.200000000000003,0,0,1,9.89502686161826
1177,2025-03-19,bear,0,0.0796,0.439,-2.307,31,3.6,126813.15,53,19.8,bear,1.0,1.6793231658737748,2.733847390973482,23.24,41.22,15.74,19.8,-16.2,0,1,0,11.750470022232708
1178,2024-11-30,bear,0,0.0826,1.31,-2.633,41,4.9,19686.22,2,57.3,bear,1.0840921554586098,1.664698731294708,2.808964618229594,8.16,24.58,9.95,57.3,8.299999999999997,0,1,0,9.88767417758135
1179,2024-04-30,bull,1,0.5646,5.32,2.599,32,5.2,74477.78,78,38.0,bull,1.0,1.9369502171656503,2.5069910437416207,20.59,33.45,7.97,38.0,-14.0,1,0,0,11.218256104847216
1180,2025-04-13,bear,0,0.1015,0.833,-2.482,36,4.6,165589.18,22,53.3,bear,1.4280716701220837,1.605892803818053,2.7088949407914877,18.76,22.91,5.03,53.3,7.299999999999997,0,1,0,12.017265180634414
1181,2025-04-08,volatile,0,0.3527,1.921,-0.083,28,7.1,35327.7,29,64.0,volatile,2.1556587155185185,1.5887849742388882,2.7309737907232337,13.85,16.93,5.23,64.0,-7.0,0,0,1,10.472422637752885
1182,2026-05-06,volatile,0,0.2504,0.849,-0.154,65,6.8,98102.4,23,49.8,volatile,3.3220582066971347,1.7070759808324825,2.9785090531390868,15.0,23.62,11.58,49.8,-18.200000000000003,0,0,1,11.493767110085999
1183,2026-05-07,volatile,0,0.2148,-0.07,0.124,64,7.8,61764.62,22,67.1,volatile,2.5968624996571985,1.7248949430911316,2.979132744318767,10.6,17.19,5.11,67.1,-10.900000000000006,0,0,1,11.031085987600333
1184,2025-07-18,bear,0,0.1367,0.34,-2.296,29,4.8,40799.98,10,60.7,bear,1.2721801474761023,1.4657338767449697,2.7465444496576503,9.95,23.64,5.71,60.7,12.700000000000003,0,1,0,10.616436870196054
1185,2026-02-06,volatile,0,0.3585,0.271,0.087,50,7.9,76904.19,66,77.6,volatile,2.385529133842617,1.5153081308665168,2.864569539912928,4.11,13.28,5.0,77.6,-1.4000000000000057,0,0,1,11.250315640355312
1186,2024-10-29,volatile,0,0.0846,1.292,-1.481,56,2.8,228647.8,104,25.5,volatile,2.540427174362761,1.8004978656560968,2.8109047987225044,22.82,38.89,12.79,25.5,-2.5,0,0,1,12.339938107347368
1187,2026-05-20,volatile,0,0.13,0.599,-0.944,55,2.7,19201.26,36,23.2,volatile,2.059965422985795,1.7413166761109125,2.971048622584554,24.74,39.51,12.55,23.2,-3.8000000000000007,0,0,1,9.862731180862646
1188,2026-04-26,volatile,0,0.1769,-0.74,-1.212,74,3.1,13916.06,93,32.5,volatile,2.8338877602630905,1.6604928694098695,2.954707824647917,18.99,38.22,10.29,32.5,1.5,0,0,1,9.540798847846327
1189,2024-05-20,bear,0,0.2175,0.251,-2.038,55,5.5,13122.52,65,47.2,bear,1.604875609811645,1.8684042019690807,2.4955999780764397,14.93,28.66,9.21,47.2,-7.799999999999997,0,1,0,9.482085117225122
1190,2025-09-29,bull,1,0.7091,1.447,3.027,58,7.9,98167.25,31,74.9,bull,1.086047861799241,1.4658182627176728,2.756822923691913,10.56,11.42,3.13,74.9,-4.099999999999994,1,0,0,11.494427935663056
1191,2025-03-03,bull,1,0.5607,2.271,2.018,23,4.3,112349.25,8,46.0,bull,1.0,1.6322918049673103,2.734349527119452,18.43,30.15,5.42,46.0,3.0,1,0,0,11.62936760202377
1192,2024-09-19,bull,0,0.398,0.542,2.008,26,4.5,21225.6,94,28.0,bull,1.0,1.8476660731108083,2.64242543572333,12.48,42.54,16.98,28.0,-17.0,1,0,0,9.962963279331237
1193,2025-01-23,bear,0,0.1045,3.283,-1.89,54,5.1,4289.76,3,49.4,bear,1.0,1.5816262226668587,2.770228209558561,12.75,30.41,7.44,49.4,-1.6000000000000014,0,1,0,8.363986066301191
1194,2026-03-27,volatile,0,0.2503,2.647,-0.396,70,6.6,18494.77,51,54.8,volatile,3.103879402627099,1.6273472399165314,2.8343261817250767,11.86,24.41,8.93,54.8,-11.200000000000003,0,0,1,9.825243268395772
1195,2026-04-11,volatile,0,0.1929,-1.022,-1.474,43,4.5,62809.03,5,41.8,volatile,2.0863395370415603,1.6773977681737615,2.8839231012025173,9.74,34.11,14.35,41.8,-3.200000000000003,0,0,1,11.047854131928444
1196,2024-11-25,bear,0,0.1586,0.838,-2.313,56,4.4,33971.49,93,42.8,bear,1.0,1.674177797940838,2.8225861966577863,17.96,31.38,7.86,42.8,-1.2000000000000028,0,1,0,10.43327692242409
1197,2025-03-07,bear,0,0.0608,0.776,-2.894,33,2.8,43492.67,118,39.2,bear,1.83318311749252,1.6205683968270743,2.7247322078554936,14.54,31.76,14.49,39.2,11.200000000000003,0,1,0,10.68034769713096
1198,2025-04-23,bear,0,0.0603,0.189,-2.506,46,4.4,21518.23,39,48.6,bear,1.0,1.5939272681656982,2.6734059757718494,9.96,29.63,11.8,48.6,4.600000000000001,0,1,0,9.976655761822448
1199,2025-10-28,bull,1,0.6086,3.953,3.493,61,7.9,100116.43,38,59.3,bull,1.0,1.4821911799482006,2.77169300265244,6.53,24.21,9.96,59.3,-19.700000000000003,1,0,0,11.51408908769863
1200,2025-03-22,volatile,1,0.3622,-1.213,-1.26,56,5.7,51184.49,68,49.4,volatile,3.221367150968815,1.664962796036746,2.73697784476833,10.49,27.84,12.27,49.4,-7.600000000000001,0,0,1,10.843191835447634
1201,2025-01-09,volatile,0,0.1879,3.302,-0.477,28,4.0,65281.47,60,34.4,volatile,3.174362779231431,1.5970108754765795,2.818859294237701,9.6,41.14,14.86,34.4,-5.600000000000001,0,0,1,11.086463507766807
1202,2026-04-10,bull,0,0.7737,0.09,3.566,68,8.0,42576.84,46,52.5,bull,1.0504065667730556,1.6975802090317584,2.877654260448139,8.71,30.3,8.49,52.5,-27.5,1,0,0,10.659065722447876
1203,2024-12-20,bull,0,0.4379,1.041,1.952,71,4.3,61351.09,44,39.2,bull,1.0,1.627458671632569,2.779458154775836,13.26,36.39,11.14,39.2,-3.799999999999997,1,0,0,11.024368216892393
1204,2024-09-18,bull,1,0.7228,0.141,3.205,47,8.3,57444.34,23,82.9,bull,1.0,1.850036311841206,2.626282960750483,3.08,10.35,3.67,82.9,-0.09999999999999432,1,0,0,10.958571757970876
1205,2024-11-10,volatile,0,0.3189,1.948,0.491,40,8.3,14356.03,30,54.4,volatile,2.750675419172413,1.7802404300272456,2.8501792252315097,10.67,27.44,7.49,54.4,-28.6,0,0,1,9.5719253419839
1206,2024-11-16,bear,0,0.1418,2.36,-1.811,50,5.6,52736.5,70,49.0,bear,2.1722247390593363,1.7282201446459735,2.850835608304524,8.12,31.07,11.81,49.0,-7.0,0,1,0,10.873063094413517
1207,2025-05-27,volatile,0,0.0697,-1.148,-1.59,64,2.5,80138.22,88,27.1,volatile,2.022229640629736,1.5166484480401483,2.706684289880011,18.56,42.08,12.26,27.1,2.1000000000000014,0,0,1,11.291508172812943
1208,2025-08-26,bull,1,0.7872,3.412,3.365,45,10.0,115282.56,90,82.3,bull,1.0,1.5140833078414366,2.7031592494206773,2.88,10.99,3.84,82.3,-17.700000000000003,1,0,0,11.65514143722767
1209,2024-05-28,bear,0,0.1255,1.295,-1.126,23,6.3,55056.06,62,46.4,bear,2.2382973991228483,1.824682203593631,2.507430239008181,14.42,29.15,10.02,46.4,-16.6,0,1,0,10.916107217836144
1210,2026-03-09,volatile,0,0.0665,0.568,-0.393,25,4.9,13832.13,90,32.9,volatile,3.0899161648771942,1.6093969539916917,2.8616003527882365,14.06,39.4,13.64,32.9,-16.1,0,0,1,9.534749425815201
1211,2024-09-08,bull,1,0.6722,4.502,3.117,65,7.4,16133.98,71,50.8,bull,1.0,1.8539340189440636,2.60702694692589,16.92,25.2,7.08,50.8,-23.200000000000003,1,0,0,9.688682885877954
1212,2024-05-11,bear,0,0.1132,0.229,-1.527,63,6.9,23502.26,43,68.9,bear,1.0195676274759118,1.881341024217456,2.4768869561945284,4.1,19.51,7.48,68.9,-0.09999999999999432,0,1,0,10.064851865720957
1213,2025-09-02,bull,1,0.7187,6.98,3.466,62,8.1,43890.97,43,58.8,bull,1.1173553210450022,1.503785218671584,2.720905485438874,9.58,21.85,9.76,58.8,-22.200000000000003,1,0,0,10.689463883144374
1214,2024-08-01,bear,0,0.0904,-0.487,-2.168,28,4.2,32137.02,62,35.4,bear,1.763436431848212,1.8470447014678564,2.594233481843142,21.37,35.15,8.08,35.4,-6.600000000000001,0,1,0,10.377763915639967
1215,2025-11-11,bull,1,0.7155,6.709,2.054,31,6.1,11804.88,37,69.5,bull,1.2088558031314562,1.495177342107768,2.794474850412662,9.04,18.2,3.26,69.5,8.5,1,0,0,9.376268284283704
1216,2026-05-02,bear,1,0.0775,-0.495,-2.825,42,3.1,11734.4,91,25.8,bear,1.307943533941418,1.674428688876556,2.9566026274995605,21.23,35.08,17.89,25.8,-5.199999999999999,0,1,0,9.370279977877006
1217,2025-09-23,bull,1,0.665,4.657,2.754,34,6.8,4453.65,23,60.3,bull,1.0,1.4862815974360486,2.733902086982855,12.17,21.97,5.56,60.3,-7.700000000000003,1,0,0,8.401479263678919
1218,2025-12-05,bull,1,0.5813,1.479,2.452,42,5.5,1604.43,7,57.0,bull,1.1663197832327454,1.4125557348849498,2.779161177022542,11.49,23.48,8.03,57.0,2.0,1,0,0,7.38052383229999
1219,2025-04-04,volatile,1,0.2996,1.887,-0.089,51,6.1,31831.71,59,60.8,volatile,1.838411008956019,1.6169480784903898,2.7508215387639336,10.58,22.65,5.97,60.8,-0.20000000000000284,0,0,1,10.368218241736036
1220,2024-11-27,bear,0,0.1443,1.481,-2.627,36,5.2,369619.87,9,35.7,bear,1.0365375205349217,1.647425387595048,2.830661902035836,18.65,33.92,11.73,35.7,-16.299999999999997,0,1,0,12.820230378127116
1221,2025-07-16,bear,0,0.124,-2.622,-2.555,28,5.0,218989.6,23,39.3,bear,1.7876145934253571,1.4611892375863893,2.75071213378472,11.32,34.92,14.46,39.3,-10.700000000000003,0,1,0,12.296779519086545
1222,2024-12-07,bear,0,0.0997,-1.608,-2.715,43,3.8,13653.74,45,39.0,bear,1.5985158011469902,1.6614007382671436,2.795280794189652,14.66,32.24,14.1,39.0,1.0,0,1,0,9.521768755757961
1223,2026-02-28,volatile,0,0.1233,1.192,0.026,60,7.1,42188.51,1,75.1,volatile,2.404422653348473,1.5453876098798809,2.8787915247435207,4.99,16.15,3.76,75.1,4.099999999999994,0,0,1,10.649903188069052
1224,2025-03-14,bear,0,0.4382,0.54,-0.85,54,8.5,8395.24,27,63.4,bear,1.0,1.6747340569882356,2.731583255248115,12.95,16.67,6.98,63.4,-21.6,0,1,0,9.035420157548502
1225,2025-04-08,volatile,1,0.2853,-0.592,-0.341,39,4.4,9778.0,65,36.9,volatile,2.1556587155185185,1.5887849742388882,2.7309737907232337,16.49,39.8,6.82,36.9,-7.100000000000001,0,0,1,9.187890243138591
1226,2025-09-06,bull,0,0.6401,2.263,2.744,38,6.6,10965.7,45,59.6,bull,1.0,1.5174674160809274,2.731945275796882,12.49,19.77,8.14,59.6,-6.399999999999999,1,0,0,9.30252749830362
1227,2024-07-14,bear,0,0.0872,-0.692,-1.481,52,6.4,28984.06,107,59.8,bear,1.1102799572091504,1.8554469473996864,2.5756879700845783,11.06,24.6,4.54,59.8,-4.200000000000003,0,1,0,10.274501302680417
1228,2025-06-01,bull,1,0.6559,2.62,2.713,31,5.5,30258.74,12,53.9,bull,1.0,1.4768822807727386,2.7338348366526417,15.74,24.1,6.26,53.9,-1.1000000000000014,1,0,0,10.317540347347853
1229,2025-11-15,bull,1,0.2968,1.197,1.733,66,2.4,46756.19,86,20.0,bull,1.0,1.525088041707369,2.795724180180764,12.37,51.44,16.19,20.0,-4.0,1,0,0,10.75270193236899
1230,2025-12-04,bull,1,0.4362,2.938,1.713,68,2.9,70489.31,71,26.0,bull,1.0,1.420383074000923,2.7693893994208816,16.69,40.34,16.97,26.0,-3.0,1,0,0,11.163216346097514
1231,2024-08-14,volatile,0,0.0942,-2.08,-1.1,23,3.9,25929.05,77,39.0,volatile,2.0762948971491912,1.8341672229977424,2.580505404057684,12.55,34.01,14.44,39.0,0.0,0,0,1,10.16311924076167
1232,2024-03-19,bull,0,0.4503,-0.372,0.89,73,1.2,37654.28,80,28.5,bull,1.0,1.896003861600896,2.4331081764531928,28.47,35.59,7.44,28.5,16.5,1,0,0,10.536201905385973
1233,2024-07-18,bear,0,0.1469,-1.864,-1.499,23,8.3,12163.41,7,66.2,bear,1.9957968070912837,1.8515522508292128,2.571432983390651,11.28,18.11,4.42,66.2,-16.799999999999997,0,1,0,9.406187543839257
1234,2026-01-10,bear,0,0.1469,0.145,-1.686,46,6.2,9466.39,95,53.2,bear,2.069098066469327,1.5405030917288864,2.785479420306292,9.5,28.88,8.42,53.2,-8.799999999999997,0,1,0,9.155502909702006
1235,2024-09-18,bull,1,0.359,4.123,2.454,57,5.4,8111.42,40,39.6,bull,1.0,1.850036311841206,2.626282960750483,16.68,30.67,13.05,39.6,-14.399999999999999,1,0,0,9.001028224260981
1236,2024-03-23,bull,0,0.2346,1.48,1.055,39,1.1,69511.52,78,32.6,bull,1.097345105685092,1.9185076835676325,2.4539749895593586,18.14,37.43,11.82,32.6,21.6,1,0,0,11.14924777321266
1237,2025-07-02,volatile,0,0.0776,-0.691,-1.381,32,1.9,25902.43,35,24.5,volatile,1.9979250192125204,1.447858553335377,2.7557971128971865,19.97,36.7,18.82,24.5,5.5,0,0,1,10.162092065680406
1238,2026-03-05,volatile,0,0.2857,1.374,-0.56,24,5.5,5590.81,48,57.1,volatile,2.550307403382268,1.6016928968143826,2.8672147432500488,8.15,24.96,9.79,57.1,2.1000000000000014,0,0,1,8.628879457261938
1239,2024-08-14,volatile,1,0.4097,0.893,0.396,60,9.4,34095.17,84,76.0,volatile,2.0762948971491912,1.8341672229977424,2.580505404057684,5.34,14.45,4.21,76.0,-18.0,0,0,1,10.436911011010661
1240,2024-03-10,bull,0,0.5674,2.56,2.0,23,4.1,10416.84,112,39.4,bull,1.1664542787187673,1.8730023633279245,2.4423434885896587,21.09,27.39,12.12,39.4,-1.6000000000000014,1,0,0,9.251179006357994
1241,2024-06-02,bear,0,0.142,0.472,-1.244,47,7.2,191066.88,105,48.4,bear,1.762853991659361,1.8538831865784005,2.4937361969773097,14.74,24.26,12.6,48.4,-23.6,0,1,0,12.16037880280615
1242,2024-05-22,bear,0,0.0992,-3.92,-2.607,42,4.5,20356.96,87,24.3,bear,1.0,1.865378505098012,2.4886733535015404,26.12,37.84,11.74,24.3,-20.7,0,1,0,9.921178147139045
1243,2024-07-27,bear,0,0.1032,1.923,-1.907,73,5.6,71790.4,65,59.2,bear,2.411054475426738,1.8464181731214928,2.5910253507344905,10.78,22.86,7.16,59.2,3.200000000000003,0,1,0,11.181506041361665
1244,2024-07-06,bear,0,0.2459,0.017,-1.297,71,7.9,107900.31,63,65.9,bear,1.4350677591830638,1.854116581181536,2.564954244014854,6.87,19.81,7.42,65.9,-13.099999999999994,0,1,0,11.588963024272683
1245,2025-08-06,bull,0,0.5373,0.144,2.062,65,4.8,13975.65,115,45.3,bull,1.0,1.456608699136371,2.7124656739953004,8.88,32.9,12.92,45.3,-2.700000000000003,1,0,0,9.545071808569574
1246,2024-08-12,volatile,0,0.2162,1.002,-1.008,60,4.1,39184.91,25,28.7,volatile,3.2323880293741354,1.8170363878892632,2.585377229291511,19.67,38.79,12.84,28.7,-12.3,0,0,1,10.576047002687083
1247,2025-05-21,volatile,1,0.4201,-1.556,-0.132,50,8.3,63162.62,114,60.9,volatile,2.732916548903358,1.5233492988671544,2.718450884328814,9.1,24.43,5.57,60.9,-22.1,0,0,1,11.053467949459828
1248,2025-01-14,volatile,1,0.254,0.264,-0.437,40,5.6,40763.66,78,57.7,volatile,1.5702015808367975,1.6139342308823037,2.806267410195178,16.9,21.12,4.29,57.7,1.7000000000000028,0,0,1,10.615546277221032
1249,2025-08-21,bull,0,0.5825,1.502,2.751,30,7.7,52109.41,74,77.8,bull,1.0,1.4860538685058944,2.699834436111603,4.42,13.27,4.51,77.8,0.7999999999999972,1,0,0,10.861100825636132
1250,2025-08-21,bull,0,0.5071,1.066,2.402,73,4.1,9608.18,71,33.7,bull,1.0,1.4860538685058944,2.699834436111603,24.87,33.5,7.92,33.7,-7.299999999999997,1,0,0,9.170370097972343
1251,2025-06-28,volatile,0,0.5221,-0.189,0.312,42,8.3,63198.52,97,73.5,volatile,3.0701272004759144,1.4611681275367894,2.736013592551319,9.76,12.15,4.59,73.5,-9.5,0,0,1,11.05403616213923
1252,2026-03-15,bear,0,0.0736,2.096,-2.022,44,6.0,22333.34,82,53.5,bear,1.671257721767775,1.6202585582847706,2.856551463115681,13.59,22.72,10.18,53.5,-6.5,0,1,0,10.013835908212412
1253,2024-07-20,bear,0,0.1784,-0.867,-1.382,29,6.4,51505.88,12,53.8,bear,1.5741015079724094,1.853817837575657,2.5657345515235246,6.63,29.57,10.0,53.8,-10.200000000000003,0,1,0,10.849451254891667
1254,2025-04-30,bull,1,0.6039,1.947,2.28,36,5.8,91125.13,93,65.4,bull,1.0,1.6002937706753857,2.683082704853615,4.53,21.46,8.6,65.4,7.400000000000006,1,0,0,11.419988895921739
1255,2025-01-08,volatile,1,0.28,-0.7,-1.024,55,4.5,70884.6,87,37.9,volatile,2.1615579884833607,1.5947502795855597,2.8068719320324997,13.46,37.15,11.49,37.9,-7.100000000000001,0,0,1,11.168808481593016
1256,2025-05-07,bull,1,0.6002,2.984,1.951,44,5.5,51468.22,109,58.4,bull,1.0,1.585954167435676,2.699604813947708,8.46,25.46,7.68,58.4,3.3999999999999986,1,0,0,10.848719808796405
1257,2024-06-02,bear,0,0.0973,0.051,-1.877,53,4.6,69018.39,112,45.3,bear,1.762853991659361,1.8538831865784005,2.4937361969773097,19.62,29.35,5.74,45.3,-0.7000000000000028,0,1,0,11.142128269807918
1258,2024-11-04,volatile,1,0.3589,3.139,0.632,33,7.4,72287.83,113,61.7,volatile,3.0934963649544187,1.7815740811675935,2.835630000034148,7.15,22.16,8.99,61.7,-12.299999999999997,0,0,1,11.18841106756067
1259,2026-04-25,volatile,0,0.1417,1.001,-1.122,26,5.1,162024.23,6,56.7,volatile,2.16660540597824,1.6647857831153452,2.9520542520182,10.86,25.49,6.95,56.7,5.700000000000003,0,0,1,11.995501170931592
1260,2025-12-25,bear,0,0.05,0.532,-3.145,68,2.5,35099.75,75,29.8,bear,3.127023201122091,1.4489635023277274,2.834537702543318,14.37,40.25,15.58,29.8,4.800000000000001,0,1,0,10.46594928692147
1261,2025-02-04,bear,0,0.05,0.805,-2.999,44,2.1,42785.61,112,23.9,bear,1.4916711069992106,1.6108585831547717,2.7497042145632418,17.01,45.88,13.22,23.9,2.8999999999999986,0,1,0,10.663957110083699
1262,2024-05-07,bull,1,0.4304,2.81,1.295,41,2.0,92232.4,115,35.0,bull,1.0,1.8636617943820728,2.497100485836583,20.68,33.95,10.37,35.0,15.0,1,0,0,11.432066757792969
1263,2025-08-15,bull,1,0.6527,3.858,2.851,37,6.7,22239.21,66,66.9,bull,1.3831441532662434,1.4875108684916047,2.7084950810662,8.04,20.91,4.15,66.9,-0.09999999999999432,1,0,0,10.009612226150878
1264,2024-10-19,volatile,0,0.0838,-2.252,-1.225,56,3.2,9554.17,109,42.0,volatile,2.260873115771413,1.8084196487848263,2.7913389655329617,14.39,36.11,7.5,42.0,10.0,0,0,1,9.164732987385909
1265,2024-11-12,volatile,1,0.3324,2.044,-0.198,51,6.1,59470.17,105,21.6,volatile,2.2126024626049583,1.7906233796435318,2.862228663794008,14.63,50.66,13.11,21.6,-39.4,0,0,1,10.993230121280714
1266,2024-04-25,bull,1,0.6743,3.082,2.302,42,5.8,29554.06,1,54.1,bull,1.453499776702008,1.9964809433199804,2.4968104425888744,8.9,27.39,9.61,54.1,-3.8999999999999986,1,0,0,10.293976407643559
1267,2024-10-09,bear,0,0.1634,1.612,-1.972,71,5.4,10855.99,106,49.5,bear,1.0,1.80334179725106,2.7220016998905945,8.94,30.53,11.03,49.5,-4.5,0,1,0,9.292472280364686
1268,2024-08-05,bear,1,0.109,-2.042,-2.065,69,6.4,59906.6,76,54.5,bear,1.3142750842561035,1.8332350789095209,2.5680118546313637,18.25,20.83,6.42,54.5,-9.5,0,1,0,11.000541961673168
1269,2024-03-02,bull,0,0.2682,-2.139,2.466,32,5.8,151923.6,69,55.5,bull,1.3689783847000243,1.8849759994151216,2.461575038013034,13.32,22.07,9.11,55.5,-2.5,1,0,0,11.93113304188787
1270,2025-06-23,bull,0,0.2874,-3.053,0.629,56,1.0,7117.11,22,19.1,bull,1.0,1.460118033848664,2.7591657287349287,21.74,47.46,11.69,19.1,9.100000000000001,1,0,0,8.87025702313037
1271,2026-05-20,volatile,0,0.1345,-0.867,-0.801,73,4.9,100944.38,110,49.7,volatile,2.059965422985795,1.7413166761109125,2.971048622584554,12.3,30.62,7.38,49.7,0.7000000000000028,0,0,1,11.52232495106697
1272,2024-05-20,bear,0,0.188,1.405,-1.902,47,6.4,2872.48,36,52.7,bear,1.604875609811645,1.8684042019690807,2.4955999780764397,15.21,24.53,7.56,52.7,-11.299999999999997,0,1,0,7.9629310471225185
1273,2024-03-18,bull,1,0.802,6.47,3.773,23,8.8,24336.03,50,83.6,bull,1.5204062990021316,1.8875187005470109,2.4469795556790297,4.91,9.82,1.67,83.6,-4.400000000000006,1,0,0,10.099713247239931
1274,2024-04-29,bull,1,0.825,4.712,3.502,29,8.9,228779.95,36,78.5,bull,1.2687614608748787,1.945914668726893,2.511338646360048,3.55,13.57,4.38,78.5,-10.5,1,0,0,12.340515903529068
1275,2025-05-19,volatile,0,0.2,-1.136,-1.273,57,2.8,26151.87,116,33.9,volatile,2.2419375640157564,1.5403594307173605,2.7228937164436045,19.64,37.5,8.96,33.9,5.899999999999999,0,0,1,10.171675977452566
1276,2026-01-16,volatile,0,0.264,-0.628,-0.717,69,4.8,39733.04,58,47.5,volatile,1.7272644510335526,1.5281645862015485,2.799137890283532,8.5,31.87,12.12,47.5,-0.5,0,0,1,10.58993836236769
1277,2024-10-26,volatile,0,0.1756,2.458,-2.069,28,2.4,77875.46,14,36.1,volatile,2.784573750983404,1.7993216336696605,2.801161338044225,19.54,35.16,9.19,36.1,12.100000000000001,0,0,1,11.262866162974396
1278,2024-05-14,bear,1,0.3373,-2.925,-1.699,50,8.5,6525.85,2,77.7,bear,1.0,1.8719763475564424,2.501147307531622,6.95,11.73,3.62,77.7,-7.299999999999997,0,1,0,8.783526491905963
1279,2024-04-24,bull,1,0.7975,6.847,3.004,48,7.5,39030.35,117,61.6,bull,1.0,1.9886100988989983,2.496676436916301,10.83,19.63,7.94,61.6,-13.399999999999999,1,0,0,10.57209482759538
1280,2025-07-11,bear,1,0.1319,1.732,-1.706,37,6.2,38723.93,29,61.3,bear,1.0658308158226488,1.4377063455294088,2.7461818318796807,10.0,20.06,8.64,61.3,-0.7000000000000028,0,1,0,10.56421303417383
1281,2024-12-06,bear,0,0.0809,3.807,-1.98,55,5.8,233823.3,92,52.0,bear,1.0,1.6790207406371798,2.7868895644682787,12.62,26.05,9.33,52.0,-6.0,0,1,0,12.362320980881796
1282,2024-12-02,bear,1,0.4107,-0.126,-1.419,68,8.3,10553.99,4,83.4,bear,1.7788883804680935,1.6636292862788618,2.7920409846183185,3.21,10.62,2.77,83.4,0.4000000000000057,0,1,0,9.26425926645711
1283,2024-08-26,volatile,0,0.3372,0.182,0.148,34,7.9,24796.57,107,74.1,volatile,2.5739672385913552,1.804577950118826,2.5670576849248463,8.64,12.54,4.73,74.1,-4.900000000000006,0,0,1,10.118460616136241
1284,2026-03-18,bear,1,0.3101,-0.169,-1.408,24,7.8,14351.99,78,59.6,bear,1.0553273738913294,1.6167759088774334,2.8332354044138,9.42,22.19,8.78,59.6,-18.4,0,1,0,9.571643887531334
1285,2024-12-22,bull,0,0.5152,1.997,3.004,41,6.4,12907.81,27,73.4,bull,1.0730446154157145,1.6456673842965626,2.791678908140088,4.55,16.55,5.5,73.4,9.400000000000006,1,0,0,9.465587833509753
